"NSS 2025 results for students registered at this provider split by mode, level and subject ",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Mode of study,Level of study,Subject level,Subject code,Subject,Question,Responses,Population,Suppression reason,Option 1,Option 2,Option 3,Option 4,Option 5,This does not apply to me,Positivity measure (%),Benchmark (%),Difference (ppt),Standard deviation,Contribution to benchmark (%),Materially below benchmark (%),Broadly in line with benchmark (%),Materially above benchmark (%),Publication response headcount,Publication response rate (%)
Full-time,All undergraduates,CAH3,CAH07-04-04,Natural sciences (non-specific),Theme 4: Academic support,33,43,,,,,,,,97,92.2,4.7,4.3,6.8,4.8,25.6,69.6,33,76.7
Full-time,All undergraduates,CAH3,CAH07-04-04,Natural sciences (non-specific),Q17: How well organised is your course?,33,43,,22,10,1,0,0,0,97,74.5,22.5,5.8,6.8,0,0,100,33,76.7
Full-time,All undergraduates,CAH3,CAH07-04-04,Natural sciences (non-specific),Q18: How well were any changes to teaching on your course communicated?,33,43,,15,16,2,0,0,0,93.9,81,12.9,5.6,7.1,0.3,2.9,96.8,33,76.7
Full-time,All undergraduates,CAH3,CAH07-04-04,Natural sciences (non-specific),Theme 5: Organisation and management,33,43,,,,,,,,95.5,78,17.5,5.7,6.8,0,0.4,99.5,33,76.7
Full-time,All undergraduates,CAH3,CAH07-04-04,Natural sciences (non-specific),Q19: How well have the IT resources and facilities supported your learning?,33,43,,19,12,2,0,0,0,93.9,92,2,4.5,7,15.9,38.8,45.4,33,76.7
Full-time,All undergraduates,CAH3,CAH07-04-04,Natural sciences (non-specific),"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",31,43,,14,13,4,0,0,2,87.1,91.1,-4,5.1,7.2,61.8,28.1,10.1,33,76.7
Full-time,All undergraduates,CAH3,CAH07-04-04,Natural sciences (non-specific),"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",33,43,,17,14,2,0,0,0,93.9,92.8,1.1,4.4,7,20.3,41.9,37.8,33,76.7
Full-time,All undergraduates,CAH3,CAH07-04-04,Natural sciences (non-specific),Theme 6: Learning resources,33,43,,,,,,,,91.4,91.7,-0.3,4.8,6.8,32.5,39.8,27.7,33,76.7
Full-time,All undergraduates,CAH3,CAH07-04-04,Natural sciences (non-specific),Q22: To what extent do you get the right opportunities to give feedback on your course?,32,43,,25,7,0,0,0,1,100,90.4,9.6,4.3,6.7,0.2,4.5,95.3,33,76.7
Full-time,All undergraduates,CAH3,CAH07-04-04,Natural sciences (non-specific),Q23: To what extent are students' opinions about the course valued by staff?,32,43,,26,5,0,1,0,1,96.9,85.6,11.3,5.2,7,0.4,4,95.6,33,76.7
Full-time,All undergraduates,CAH3,CAH07-04-04,Natural sciences (non-specific),Q24: How clear is it that students' feedback on the course is acted on?,32,43,,13,14,5,0,0,1,84.4,67.8,16.6,7.1,6.9,0.3,1.9,97.7,33,76.7
Full-time,All undergraduates,CAH3,CAH07-04-04,Natural sciences (non-specific),Theme 7: Student voice,32,43,,,,,,,,93.8,81.4,12.4,5.8,6.7,0.5,4,95.5,33,76.7
Full-time,All undergraduates,CAH3,CAH07-04-04,Natural sciences (non-specific),Q25: How well does the students' union (association or guild) represent students' academic interests?,32,43,,1,20,10,1,0,1,65.6,65.9,-0.3,7.3,7.8,38,26.7,35.4,33,76.7
Full-time,All undergraduates,CAH3,CAH07-04-04,Natural sciences (non-specific),Q26: How well communicated was information about your university/college's mental wellbeing support services?,33,43,,11,16,5,1,0,0,81.8,83,-1.2,6,7,41.2,31.7,27.1,33,76.7
Full-time,All undergraduates,CAH3,CAH07-04-04,Natural sciences (non-specific),"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",33,43,,21,11,1,0,0,0,97,92,5,3.9,7.4,2.9,23.7,73.4,33,76.7
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q01: How good are teaching staff at explaining things?,111,172,,23.3,78.3,8.5,1,0,0,91.4,90.6,0.8,2.6,5,10.1,64.4,25.6,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q02: How often do teaching staff make the subject engaging?,111,172,,12.8,68.8,26.5,3,0,0,73.4,75.1,-1.6,4,5,41.3,43.9,14.8,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q03: How often is the course intellectually stimulating?,111,172,,66.5,38.5,5,1,0,0,94.6,92.8,1.8,2.3,4.9,3.3,58.2,38.4,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q04: How often does your course challenge you to achieve your best work?,111,172,,59.8,44,5.8,1.5,0,0,93.5,88.5,5,2.7,5,0.3,17.4,82.3,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Theme 1: Teaching on my course,111,172,,,,,,,,88.2,86.7,1.5,3.1,4.9,9.6,53,37.4,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,111,172,,35,56,19,1,0,0,82,85.6,-3.6,3.4,5,62.4,33.9,3.6,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,111,172,,49.8,54.3,5.8,1.3,0,0,93.7,89.1,4.6,2.6,5,0.3,20.6,79.1,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,110,172,,36.8,49.5,22.3,1.5,0,1,78.4,82.3,-3.9,3.6,5,65.3,30.9,3.8,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q08: To what extent does your course have the right balance of directed and independent study?,110,172,,37.8,44.5,23.8,4,0,1,74.8,78.1,-3.3,3.8,4.9,58.7,35.1,6.2,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,109.5,172,,22.8,57,22.5,7.3,0,1.5,72.8,78.7,-5.9,3.9,5,80.9,17.6,1.5,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Theme 2: Learning opportunities,111,172,,,,,,,,80.3,82.7,-2.4,3.5,4.9,48.8,42.8,8.4,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q10: How clear were the marking criteria used to assess your work? ,111,172,,22.5,61.5,23.3,3.8,0,0,75.7,74.8,0.9,3.9,5,19.1,47,33.9,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q11: How fair has the marking and assessment been on your course? ,111,172,,32,64.5,14.5,0,0,0,86.9,88,-1.1,3,5,31.9,56,12.1,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q12: How well have assessments allowed you to demonstrate what you have learned?,111,172,,25,62.8,20.3,3,0,0,79.1,82.7,-3.6,3.5,5,62.5,33.3,4.2,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q13: How often have you received assessment feedback on time?,111,172,,52.3,45.8,9.5,3.5,0,0,88.3,80.4,7.8,3.3,5,0.1,5.3,94.6,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q14: How often does feedback help you to improve your work?,110.5,172,,20.5,43.3,33.5,13.3,0,0.5,57.7,66.8,-9.2,4.4,5,93.6,6,0.4,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Theme 3: Assessment and feedback,111,172,,,,,,,,77.5,78.5,-1,3.8,4.9,34.6,47.8,17.6,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q15: How easy was it to contact teaching staff when you needed to?,109.5,172,,58.5,44.3,3.5,3.3,0,1.5,93.8,93,0.8,2.4,5,8.5,67.4,24.1,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q16: How well have teaching staff supported your learning?,109.3,172,,40.3,52.5,14,2.5,0,1.8,84.9,86.1,-1.2,3.1,4.9,34,54.4,11.6,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Theme 4: Academic support,111,172,,,,,,,,88.9,89.5,-0.6,2.8,5,25.2,61.3,13.5,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q17: How well organised is your course?,111,172,,35.3,62,10.8,3,0,0,87.6,83.1,4.5,3.2,5,1.6,25.6,72.9,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q18: How well were any changes to teaching on your course communicated?,105.3,172,,41.3,48.8,12.8,2.5,0,5.8,85.5,81.9,3.6,3.3,5,3.3,33.5,63.2,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Theme 5: Organisation and management,111,172,,,,,,,,86.3,82.7,3.6,3.3,4.9,3.2,34.2,62.6,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q19: How well have the IT resources and facilities supported your learning?,107.8,172,,37,55.3,12.5,3,0,3.3,85.6,90.3,-4.7,3,5,76.2,22.9,0.9,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",100,172,,31,47.3,17.8,4,0,11,78.3,87.3,-9.1,3.6,5,96.8,3.2,0.1,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",107,172,,36.8,55.8,13,1.5,0,4,86.4,92,-5.5,2.9,5.1,85.3,14.4,0.3,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Theme 6: Learning resources,111,172,,,,,,,,83.4,89.7,-6.3,3.1,5,88.6,11.2,0.2,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q22: To what extent do you get the right opportunities to give feedback on your course?,111,172,,54,42.8,10.8,3.5,0,0,87.2,88,-0.8,3,5,28.6,57.8,13.6,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q23: To what extent are students' opinions about the course valued by staff?,108.5,172,,37.8,53,15.3,2.5,0,0.5,83.6,78.7,5,3.6,5,1.8,22.5,75.7,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q24: How clear is it that students' feedback on the course is acted on?,108.5,172,,22.8,44.3,37.5,4,0,0.5,61.8,61.7,0.1,4.4,5,28,43.2,28.9,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Theme 7: Student voice,111,172,,,,,,,,77.3,76.2,1.2,3.8,5,16.9,46.7,36.4,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q25: How well does the students' union (association or guild) represent students' academic interests?,92.3,172,,11,48.8,29,3.5,0,15.8,64.8,66.4,-1.7,4.6,4.9,42.8,38.9,18.4,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,Q26: How well communicated was information about your university/college's mental wellbeing support services?,103.5,172,,29.3,52.3,12.3,9.8,0,4.5,78.7,83.1,-4.3,3.6,5,69,27.9,3.1,131,64.5
Full-time,All undergraduates,CAH1,CAH09,Mathematical sciences,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",98.8,172,,34,51.8,8.8,4.3,0,9.3,86.8,87.7,-0.9,3.1,5.7,29.9,56.6,13.5,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q01: How good are teaching staff at explaining things?,111,172,,23.3,78.3,8.5,1,0,0,91.4,90.6,0.8,2.6,5,10.1,64.4,25.6,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q02: How often do teaching staff make the subject engaging?,111,172,,12.8,68.8,26.5,3,0,0,73.4,75.1,-1.6,4,5,41.3,43.9,14.8,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q03: How often is the course intellectually stimulating?,111,172,,66.5,38.5,5,1,0,0,94.6,92.8,1.8,2.3,4.9,3.3,58.2,38.4,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q04: How often does your course challenge you to achieve your best work?,111,172,,59.8,44,5.8,1.5,0,0,93.5,88.5,5,2.7,5,0.3,17.4,82.3,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Theme 1: Teaching on my course,111,172,,,,,,,,88.2,86.7,1.5,3.1,4.9,9.6,53,37.4,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,111,172,,35,56,19,1,0,0,82,85.6,-3.6,3.4,5,62.4,33.9,3.6,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,111,172,,49.8,54.3,5.8,1.3,0,0,93.7,89.1,4.6,2.6,5,0.3,20.6,79.1,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,110,172,,36.8,49.5,22.3,1.5,0,1,78.4,82.3,-3.9,3.6,5,65.3,30.9,3.8,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q08: To what extent does your course have the right balance of directed and independent study?,110,172,,37.8,44.5,23.8,4,0,1,74.8,78.1,-3.3,3.8,4.9,58.7,35.1,6.2,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,109.5,172,,22.8,57,22.5,7.3,0,1.5,72.8,78.7,-5.9,3.9,5,80.9,17.6,1.5,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Theme 2: Learning opportunities,111,172,,,,,,,,80.3,82.7,-2.4,3.5,4.9,48.8,42.8,8.4,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q10: How clear were the marking criteria used to assess your work? ,111,172,,22.5,61.5,23.3,3.8,0,0,75.7,74.8,0.9,3.9,5,19.1,47,33.9,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q11: How fair has the marking and assessment been on your course? ,111,172,,32,64.5,14.5,0,0,0,86.9,88,-1.1,3,5,31.9,56,12.1,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q12: How well have assessments allowed you to demonstrate what you have learned?,111,172,,25,62.8,20.3,3,0,0,79.1,82.7,-3.6,3.5,5,62.5,33.3,4.2,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q13: How often have you received assessment feedback on time?,111,172,,52.3,45.8,9.5,3.5,0,0,88.3,80.4,7.8,3.3,5,0.1,5.3,94.6,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q14: How often does feedback help you to improve your work?,110.5,172,,20.5,43.3,33.5,13.3,0,0.5,57.7,66.8,-9.2,4.4,5,93.6,6,0.4,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Theme 3: Assessment and feedback,111,172,,,,,,,,77.5,78.5,-1,3.8,4.9,34.6,47.8,17.6,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q15: How easy was it to contact teaching staff when you needed to?,109.5,172,,58.5,44.3,3.5,3.3,0,1.5,93.8,93,0.8,2.4,5,8.5,67.4,24.1,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q16: How well have teaching staff supported your learning?,109.3,172,,40.3,52.5,14,2.5,0,1.8,84.9,86.1,-1.2,3.1,4.9,34,54.4,11.6,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Theme 4: Academic support,111,172,,,,,,,,88.9,89.5,-0.6,2.8,5,25.2,61.3,13.5,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q17: How well organised is your course?,111,172,,35.3,62,10.8,3,0,0,87.6,83.1,4.5,3.2,5,1.6,25.6,72.9,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q18: How well were any changes to teaching on your course communicated?,105.3,172,,41.3,48.8,12.8,2.5,0,5.8,85.5,81.9,3.6,3.3,5,3.3,33.5,63.2,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Theme 5: Organisation and management,111,172,,,,,,,,86.3,82.7,3.6,3.3,4.9,3.2,34.2,62.6,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q19: How well have the IT resources and facilities supported your learning?,107.8,172,,37,55.3,12.5,3,0,3.3,85.6,90.3,-4.7,3,5,76.2,22.9,0.9,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",100,172,,31,47.3,17.8,4,0,11,78.3,87.3,-9.1,3.6,5,96.8,3.2,0.1,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",107,172,,36.8,55.8,13,1.5,0,4,86.4,92,-5.5,2.9,5.1,85.3,14.4,0.3,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Theme 6: Learning resources,111,172,,,,,,,,83.4,89.7,-6.3,3.1,5,88.6,11.2,0.2,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q22: To what extent do you get the right opportunities to give feedback on your course?,111,172,,54,42.8,10.8,3.5,0,0,87.2,88,-0.8,3,5,28.6,57.8,13.6,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q23: To what extent are students' opinions about the course valued by staff?,108.5,172,,37.8,53,15.3,2.5,0,0.5,83.6,78.7,5,3.6,5,1.8,22.5,75.7,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q24: How clear is it that students' feedback on the course is acted on?,108.5,172,,22.8,44.3,37.5,4,0,0.5,61.8,61.7,0.1,4.4,5,28,43.2,28.9,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Theme 7: Student voice,111,172,,,,,,,,77.3,76.2,1.2,3.8,5,16.9,46.7,36.4,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q25: How well does the students' union (association or guild) represent students' academic interests?,92.3,172,,11,48.8,29,3.5,0,15.8,64.8,66.4,-1.7,4.6,4.9,42.8,38.9,18.4,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q26: How well communicated was information about your university/college's mental wellbeing support services?,103.5,172,,29.3,52.3,12.3,9.8,0,4.5,78.7,83.1,-4.3,3.6,5,69,27.9,3.1,131,64.5
Full-time,All undergraduates,CAH2,CAH09-01,Mathematical sciences,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",98.8,172,,34,51.8,8.8,4.3,0,9.3,86.8,87.7,-0.9,3.1,5.7,29.9,56.6,13.5,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q01: How good are teaching staff at explaining things?,111,172,,23.3,78.3,8.5,1,0,0,91.4,90.6,0.8,2.6,5,10.1,64.4,25.6,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q02: How often do teaching staff make the subject engaging?,111,172,,12.8,68.8,26.5,3,0,0,73.4,75.1,-1.6,3.9,5,41.3,43.9,14.8,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q03: How often is the course intellectually stimulating?,111,172,,66.5,38.5,5,1,0,0,94.6,92.8,1.8,2.3,4.9,3.3,58.3,38.4,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q04: How often does your course challenge you to achieve your best work?,111,172,,59.8,44,5.8,1.5,0,0,93.5,88.5,5,2.7,5,0.3,17.4,82.3,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Theme 1: Teaching on my course,111,172,,,,,,,,88.2,86.7,1.5,3.1,4.9,9.6,53,37.4,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,111,172,,35,56,19,1,0,0,82,85.6,-3.6,3.4,5,62.4,33.9,3.6,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,111,172,,49.8,54.3,5.8,1.3,0,0,93.7,89.1,4.6,2.6,5,0.3,20.6,79.1,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,110,172,,36.8,49.5,22.3,1.5,0,1,78.4,82.3,-3.9,3.6,5,65.3,30.9,3.8,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q08: To what extent does your course have the right balance of directed and independent study?,110,172,,37.8,44.5,23.8,4,0,1,74.8,78.1,-3.3,3.8,4.9,58.7,35.1,6.2,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,109.5,172,,22.8,57,22.5,7.3,0,1.5,72.8,78.7,-5.9,3.9,5,80.9,17.6,1.5,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Theme 2: Learning opportunities,111,172,,,,,,,,80.3,82.7,-2.4,3.5,4.9,48.8,42.9,8.4,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q10: How clear were the marking criteria used to assess your work? ,111,172,,22.5,61.5,23.3,3.8,0,0,75.7,74.8,0.9,3.9,5,19.1,47,33.9,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q11: How fair has the marking and assessment been on your course? ,111,172,,32,64.5,14.5,0,0,0,86.9,88,-1.1,3,5,31.9,56,12,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q12: How well have assessments allowed you to demonstrate what you have learned?,111,172,,25,62.8,20.3,3,0,0,79.1,82.7,-3.6,3.5,5,62.5,33.3,4.2,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q13: How often have you received assessment feedback on time?,111,172,,52.3,45.8,9.5,3.5,0,0,88.3,80.4,7.8,3.3,5,0.1,5.3,94.7,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q14: How often does feedback help you to improve your work?,110.5,172,,20.5,43.3,33.5,13.3,0,0.5,57.7,66.8,-9.2,4.4,5,93.6,6,0.4,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Theme 3: Assessment and feedback,111,172,,,,,,,,77.5,78.5,-1,3.8,4.9,34.6,47.8,17.6,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q15: How easy was it to contact teaching staff when you needed to?,109.5,172,,58.5,44.3,3.5,3.3,0,1.5,93.8,93,0.8,2.4,5,8.5,67.4,24.1,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q16: How well have teaching staff supported your learning?,109.3,172,,40.3,52.5,14,2.5,0,1.8,84.9,86.1,-1.2,3.1,4.9,34,54.4,11.6,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Theme 4: Academic support,111,172,,,,,,,,88.9,89.5,-0.6,2.8,5,25.2,61.3,13.5,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q17: How well organised is your course?,111,172,,35.3,62,10.8,3,0,0,87.6,83.1,4.5,3.2,5,1.6,25.6,72.9,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q18: How well were any changes to teaching on your course communicated?,105.3,172,,41.3,48.8,12.8,2.5,0,5.8,85.5,81.9,3.6,3.3,5,3.3,33.5,63.2,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Theme 5: Organisation and management,111,172,,,,,,,,86.3,82.7,3.6,3.3,4.9,3.2,34.2,62.6,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q19: How well have the IT resources and facilities supported your learning?,107.8,172,,37,55.3,12.5,3,0,3.3,85.6,90.3,-4.7,3,5,76.2,22.9,0.9,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",100,172,,31,47.3,17.8,4,0,11,78.3,87.3,-9.1,3.6,5,96.8,3.2,0.1,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",107,172,,36.8,55.8,13,1.5,0,4,86.4,92,-5.5,2.9,5.1,85.3,14.4,0.3,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Theme 6: Learning resources,111,172,,,,,,,,83.4,89.7,-6.3,3.1,5,88.6,11.1,0.2,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q22: To what extent do you get the right opportunities to give feedback on your course?,111,172,,54,42.8,10.8,3.5,0,0,87.2,88,-0.8,3,5,28.6,57.8,13.6,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q23: To what extent are students' opinions about the course valued by staff?,108.5,172,,37.8,53,15.3,2.5,0,0.5,83.6,78.7,5,3.6,5,1.8,22.5,75.7,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q24: How clear is it that students' feedback on the course is acted on?,108.5,172,,22.8,44.3,37.5,4,0,0.5,61.8,61.7,0.1,4.4,5,27.9,43.2,28.9,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Theme 7: Student voice,111,172,,,,,,,,77.3,76.2,1.2,3.8,5,16.9,46.7,36.4,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q25: How well does the students' union (association or guild) represent students' academic interests?,92.3,172,,11,48.8,29,3.5,0,15.8,64.8,66.4,-1.7,4.6,4.9,42.8,38.9,18.3,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q26: How well communicated was information about your university/college's mental wellbeing support services?,103.5,172,,29.3,52.3,12.3,9.8,0,4.5,78.7,83.1,-4.3,3.6,5,69,27.9,3.1,131,64.5
Full-time,All undergraduates,CAH3,CAH09-01-01,Mathematics,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",98.8,172,,34,51.8,8.8,4.3,0,9.3,86.8,87.7,-0.9,3.1,5.7,29.9,56.7,13.5,131,64.5
Full-time,All undergraduates,CAH1,CAH10,Engineering and technology,Q01: How good are teaching staff at explaining things?,195,297.5,,34.5,126.5,33,1,0,1,82.6,89.1,-6.5,2.4,4.1,95.5,4.5,0,202,65.9
Full-time,All undergraduates,CAH1,CAH10,Engineering and technology,Q02: How often do teaching staff make the subject engaging?,196,297.5,,31.3,89.5,65.3,10,0,0,61.6,73.3,-11.7,3.1,4.6,99.8,0.2,0,202,65.9
Full-time,All undergraduates,CAH1,CAH10,Engineering and technology,Q03: How often is the course intellectually stimulating?,194,297.5,,90.8,72,21.3,10,0,2,83.9,87.6,-3.7,2.4,4.6,69,30.5,0.5,202,65.9
Full-time,All undergraduates,CAH1,CAH10,Engineering and technology,Q04: How often does your course challenge you to achieve your best work?,196,297.5,,90.8,74.5,18.8,12,0,0,84.3,87.7,-3.4,2.4,4.6,64.5,34.9,0.6,202,65.9
Full-time,All undergraduates,CAH1,CAH10,Engineering and technology,Theme 1: Teaching on my course,196,297.5,,,,,,,,78,84.3,-6.2,2.7,4.6,91.9,8,0.1,202,65.9
